,index,text,language,created_at,location,fav_count,followers_count
713,792,"RT @skinnyong: taeyong introduced himself as nctzens pain relieving patch but he also put several patches on himself too days ago
 https://…",en,Wed Oct 24 17:07:35 +0000 2018,dh ♡ mv ً,61211,5118
714,794,"RT @DavidSchwimmer: Officers, I swear it wasn't me.
As you can see, I was in New York.
To the hardworking Blackpool Police, good luck with…",en,Wed Oct 24 17:07:35 +0000 2018,,5068,325
715,795,"RT @HartoDeMiMismo: Today the fitness girl came without makeup but with a miniskirt ... God gives, God takes away. 🤷♂️",es,Wed Oct 24 17:07:35 +0000 2018,Poza Rica Veracruz,5056,2127
716,796,"Oh God, do not deprive me of the power of your mercy, and the eloquence of your grace, and the completeness of your health, and your great gifts, and do not prevent me from your talents for what I have, and do not excuse me ... https://t.co/jScIrTsn6T",ar,Wed Oct 24 17:07:35 +0000 2018,,1403,1084
717,797,RT @EliDuSwag: when you hold your beak a cheese https://t.co/XoFk27e9Gt,fr,Wed Oct 24 17:07:35 +0000 2018,,1972,295
718,798,"RT @ouulli: I have scars on my hands 
from touching certain people.",en,Wed Oct 24 17:07:35 +0000 2018,Haven,10,11
719,799,@irempyraz @iremfpyrz Can this em,tr,Wed Oct 24 17:07:35 +0000 2018,Türkiye,8141,7131
720,800,RT @YASSZHER: This is the story of a guy who goes out with a girl that his customers have chosen https://t.co/pDV3UnXPSp,fr,Wed Oct 24 17:07:35 +0000 2018,"Nice, France",251,53
721,801,RT @ONANDOFF_JK: 181024 Pop Culture Art Prize I boast a lot and have a lot of money. @BTS_twt #JungKook #JUNGKOOK https://t.co/oUik8BBkh1,ko,Wed Oct 24 17:07:35 +0000 2018,,14043,59
722,802,@ImohUmoren Sometimes that's the point.  So u just expose urself by urself...hehe,en,Wed Oct 24 17:07:35 +0000 2018,nigeria,66,135
723,803,@jupiterhakimi @ulasadustumben Gidiyom I cry,tr,Wed Oct 24 17:07:35 +0000 2018,Ulaş'ın yanı,20426,225
724,804,@otaibp Hahi if you palpable nostalgia entered غ,ar,Wed Oct 24 17:07:35 +0000 2018,,89,267
725,805,RT @asexuality: This is great 💜. https://t.co/pLRB1yqJkF,en,Wed Oct 24 17:07:35 +0000 2018,,10742,125
726,806,awesome as they always do everything to demean my achievements,pt,Wed Oct 24 17:07:35 +0000 2018,Brasilia,8672,312
727,807,RT @SamGowland123: 😆😆😆😆 whose ya source ?? Heinz or HP ?? There’s a reason me and Chloe refuse to do interviews or ever work with the sun n…,en,Wed Oct 24 17:07:35 +0000 2018,"Redcar, England",17308,226
728,808,"RT @Xiumallowsy: Waiting for Halloween to see how much icon Chanyeol will appear this year, and how much it will spend tbm KKKKKKKKKKKKK ...",pt,Wed Oct 24 17:07:35 +0000 2018,Brazil,17824,135
729,809,@RealMattCouch @stand4honor Wow Dems going all out on this stunt.,en,Wed Oct 24 17:07:35 +0000 2018,"South Western, Pennsylvania",50119,506
730,810,@ 13tk12 Where is this district?,ja,Wed Oct 24 17:07:35 +0000 2018,"London, England（時差-8時間）",8989,1344
731,811,"RT @DeliciousVids: Cheesy Spaghetti Puffs 🧀🍝
(ig: chefclubde) https://t.co/vcfq6elBlL",en,Wed Oct 24 17:07:35 +0000 2018,United States,10396,386
732,812,"RT @chandlerUSA: Violence has no place in our democracy. We win by convincing each other with our ideas, not through violence and intimidat…",en,Wed Oct 24 17:07:35 +0000 2018,"Oakville, MO➡️Edwardsville, IL",29047,565
733,813,Jane Fonda is all that is right. 💚 https://t.co/I6aKyb0kZO,es,Wed Oct 24 17:07:35 +0000 2018,,2821,1343
734,815,https://t.co/vdd7rm1nMm,und,Wed Oct 24 17:07:35 +0000 2018,bihar begusarai korai,32,31
735,822,"RT @alexarodrigguez: Your entire life can really change in a year.. you just gotta love yourself enough to know you deserve more, be brave…",en,Wed Oct 24 17:07:36 +0000 2018,"Vancouver, WA",1926,83
736,823,RT @EdtetB: @AmitShah @narendramodi Give a little attention to Uttar Pradesh Hon&#39;ble @AmitShah Jai is not being allowed to reach the truth.,RT @EdtetB: @AmitShah @narendramodi Give a little attention to Uttar Pradesh Hon&#39;ble @AmitShah Jai is not being allowed to reach the truth.,Wed Oct 24 17:07:36 +0000 2018,"पालम, नई दिल्ली",19828,422
737,824,"RT @ mrtodai 2014 _ 04: Since it is an entrance ceremony to the University of Tokyo tomorrow, let&#39;s compare Inai at the beginning of entrance to the University of Tokyo and Inai a year later (we are posing the same) https://t.co/nsVKrAqC 98",ja,Wed Oct 24 17:07:36 +0000 2018,,1442,309
738,825,RT @IamTellis: Since she wanna wear my shit.... https://t.co/c2HC9EJr47,en,Wed Oct 24 17:07:36 +0000 2018,Meditating,135730,1038
739,826,"RT @BigHitEnt: RM 'moonchild' Lyric Video Out Now
(https://t.co/e86D7VRGR6)

#RM #mono. #moonchild",en,Wed Oct 24 17:07:36 +0000 2018,© for the rightful owners.,44,17
740,827,"RT @badmextiby: There are people with time they embellish, and there&#39;s me who is always so ugly I do not understand give me the secret",fr,Wed Oct 24 17:07:36 +0000 2018,"Marquette-lez-Lille, France",2442,87
741,828,RT @qudratasyakirr: Tips: The best time to confess your crush is the time she is broken https://t.co/roIQk0a9ZX,in,Wed Oct 24 17:07:36 +0000 2018,"Malacca, Malaysia",4469,218
742,830,"RT @chartdata: Most streamed 1970s songs on Spotify
1. Bohemian Rhapsody
2. September
3. Don't Stop Me Now
4. Hotel California
5. Sweet Hom…",en,Wed Oct 24 17:07:36 +0000 2018,"Tanzania, Zanzibar ",30965,1129
743,831,"RT @estigfar_co: كلمتان خفيفتان علي السانسان, ثقلنتان في الميزان, حببتان الرحمن سبحان ا ...",ar,Wed Oct 24 17:07:36 +0000 2018,,1072,109
744,832,"RT @akaKNICK: Seeing a therapist: $100/hour 

Telling myself it be like that sometimes: free",en,Wed Oct 24 17:07:36 +0000 2018,"31764, GA✳️",7796,587
745,833,"RT @BTS_twt: RM - 'moonchild' (Lyric Video)

https://t.co/U7w84VG90z",en,Wed Oct 24 17:07:36 +0000 2018,© for the rightful owners.,44,17
746,834,RT @ Lechucero33: Prosecutor Pérez indicates that in the house of Silva Checa documents from the #Lavajato del @ congresope ... committee were found.,es,Wed Oct 24 17:07:36 +0000 2018,Lima-PERÚ,2437,3031
747,835,"RT @ beto__34: Who is the president of Latin America more Ratero, racist, murderer, coward, psychopath, corrupt and sells homeland of conti ...",es,Wed Oct 24 17:07:36 +0000 2018,,356,354
748,836,"Anyway, you can register if you haven't already, but this is the shirt I'm thinking.  And it seems like at the size… https://t.co/4fJBglVvgv",en,Wed Oct 24 17:07:36 +0000 2018,"Waco, Texas",45322,5643
749,837,@MKAizmirlim Lying yaw joke to go fuck.,tr,Wed Oct 24 17:07:36 +0000 2018,Antalya/Turkey,2190,190
750,838,RT @yoitstristian: can the bread come get me for once,en,Wed Oct 24 17:07:36 +0000 2018,,145,421
751,839,RT @hevsromao: HAND OF HEAVEN. How can these two appear so much ???? Twin soul talking right ?! Holy shit https://t.co/LYRIR7DK9q,pt,Wed Oct 24 17:07:36 +0000 2018,Sao Paolo,20004,1291
752,840,@md_almousa currently represent me 😭️️️️️️️️️🤩️🤩,ar,Wed Oct 24 17:07:36 +0000 2018,,313,109
753,841,https://t.co/i9ygOXfGLw https://t.co/i9ygOXfGLw,und,Wed Oct 24 17:07:36 +0000 2018,"Bartholomä, Deutschland",800,107
754,842,RT @luanpac: Friday will roll out the second season of Castlevania on Netfrixes https://t.co/sngibokgDL,pt,Wed Oct 24 17:07:36 +0000 2018,"Recife, Brasil",875,84
755,843,RT @BenegasJ: that in order to move around Madrid you need a guide that gives you an idea of ​​the municipal disquietude https://t.co/YW1egmVfzi,es,Wed Oct 24 17:07:36 +0000 2018,Algún lugar de la enmarañada galaxia hispánica,990,9048
756,844,"RT @jaketapper: Packages to Soros, Obamas, Clintons, Brennan c/o CNN, Holder -- these devices, per law enforcement sources, were rudimentar…",en,Wed Oct 24 17:07:36 +0000 2018,"Washington, DC",3270,1899
757,845,"@lizaj @realDonaldTrump Three Republican Senators: McCain, Murkowski, Collins.",en,Wed Oct 24 17:07:36 +0000 2018,"Washington, D",4854,59
758,846,RT @Anitta: ❤️ https://t.co/u5KWJVyc88,und,Wed Oct 24 17:07:36 +0000 2018,T.odo C.erto P.revalece 👌😛,2557,752
759,847,My fine dust beer e. Balo&#39;e - Cyclone - Indus https://t.co/wMX9qFz4rV,sv,Wed Oct 24 17:07:36 +0000 2018,,0,0
760,848,"“You cannot evangelize a culture you do not love.” 

- @FrSteveGrunow",en,Wed Oct 24 17:07:36 +0000 2018,"Michigan, USA",928,104
761,849,"RT @yudhiest: Psv Eindhoven  Tottenham

LIVE Top.

Mobile Live Stream  
https://t.co/gpOibTRmRN

Computer Live Stream  
https://t.co/gpOibT…",en,Wed Oct 24 17:07:36 +0000 2018,,243,106
762,850,"RT @eczozgurozel: #Now in retirement The MHP has made a full U-turn in two hours. MHP, the proposal for the establishment of the commission,",tr,Wed Oct 24 17:07:36 +0000 2018,İzmir,85,112
763,851,Das my nigga!! 😅🔥🔥,en,Wed Oct 24 17:07:36 +0000 2018,Nanfei ,3612,3367
764,852,the fact that the new grinch movie is having Tyler the creator make their soundtrack and Pharrell narrating has mad… https://t.co/TxCrzVti2C,en,Wed Oct 24 17:07:36 +0000 2018,squash,59441,361
765,853,RT @wXssam: Sasuke when he left konoha to go with Orochimaru https://t.co/XOXjRXbSvE,fr,Wed Oct 24 17:07:36 +0000 2018,"Paris, France",1959,63
766,854,RT @ nad0o82: A search of the Saudi Snape map fixes his mind. 😂💔😭 https://t.co/q8LHTI5O2v,ar,Wed Oct 24 17:07:36 +0000 2018,,1,141
767,855,"Oh Allah, make me a humble heart, and I will say, &quot;My Lord is My Lord&quot;. Https://t.co/sbY7oa8fDi",ar,Wed Oct 24 17:07:36 +0000 2018,,15,25
768,856,"RT @goldenjungkie: Things that happened in a span of 2 days:
1. Joonie’s Mono was released
2. Forever Rain MV
3. Seoul Lyric Video
4. Burn…",en,Wed Oct 24 17:07:36 +0000 2018,,732,23
769,857,@ philvit28 @FerryLuc @LePoint Then it would be necessary that it presents a program holding the road..She enjoys ... https://t.co/NaCclmzGpf,fr,Wed Oct 24 17:07:36 +0000 2018,Ailleurs..,98392,2134
770,858,Your excessive fear of someone to break .. Maybe you break you and keep it! # Quote https://t.co/JUl6al5QBg,ar,Wed Oct 24 17:07:36 +0000 2018,تحت أقدام أمي ,5837,27341
771,861,صوتوت ..انت https://t.co/zsUczcZ9Ra,ar,Wed Oct 24 17:07:36 +0000 2018,,5,3693
772,862,@ethicalvirgin @SecretService https://t.co/t7Uu6rjyKp,und,Wed Oct 24 17:07:36 +0000 2018,ThotsRDeep’s Swamp,1773,326
773,864,181021 Seoul National University donation congratulations. # WANNAONE # Warner One # Minhyun # Hwang Minhyun # Min Hyun https://t.co/N5dknkd6tm,ko,Wed Oct 24 17:07:36 +0000 2018,HQ = ❤,94,9927
774,867,RT @ PinkMe0529: 181021 Seoul National University Korean Wave Concert # Park Ji-hoon # parkjihoon # Warner One # WANNAONE https://t.co/Hz5Tnv3axq,ko,Wed Oct 24 17:07:37 +0000 2018,🍩 ˗ˏˋ ItsMacky ˎˊ˗ 🍊,74,188
775,869,"RT @ tsukiyo_matori: Since my partner was taking a shower when I came home, in front of the bathroom &quot;I&#39;m home now! I will do a professional baseball minor imitation until you get out, please enjoy it, Ichigo, Shirai Senior Straight chair Performing with such things as ... Aahaaa !!!! &quot;...",ja,Wed Oct 24 17:07:37 +0000 2018,,1146,190
776,871,RT @ moonlover333: &quot;I can not reflect the sentence of the government and the public&quot; Announcement of the 2nd anniversary of the candlelit https://t.co/ahcKdM0AzG Are you going to give an invitation? Turning the fundraiser? Can not Reflect Min? Who can not do it? When the abolitionist forces of the past nine years have ...,ko,Wed Oct 24 17:07:37 +0000 2018,"U,S,A",4327,1786
777,872,Accident road transport injury Baksdijk Steeg Schijndel [Police Unit East Brabant North (Press Info) ^ TZ,nl,Wed Oct 24 17:07:37 +0000 2018,Lansingerland,6,4820
778,873,RT @bestofbyunbaek: THE WAR                         DMUMT https://t.co/J4o7BIBcKf,en,Wed Oct 24 17:07:37 +0000 2018,,1080,64
779,874,RT @jinwoos_ct: we need a rocky in our timeline!!! https://t.co/e5quFTp9J7,en,Wed Oct 24 17:07:37 +0000 2018,tom hollands heart,14703,165
780,875,"RT @jinlovie: yoongi: &quot;It is a great honor to my family [...] with the heart d a member of a national team, I will spread the Korean music ...",pt,Wed Oct 24 17:07:37 +0000 2018,"São Paulo, Brasil",21466,3039
781,876,RT @John_John: I&#39;m not sure what to say. The team is a fan club rvv not big but a lot. Two-layer adhesive I will tell you to eat again. See more ...,th,Wed Oct 24 17:07:37 +0000 2018,",♡ : L-1485  0613  614CB  💍ㅡ",3911,490
782,877,"RT @WeeabooNinja: &gt;Sees students doing ninja hand symbols

&gt;I do all the hand signs shown in Naruto 

Kids: Oh cool! Sensei, you watch Boru…",en,Wed Oct 24 17:07:37 +0000 2018,,15645,136
783,878,"@OnLondon Yr 1st paragraph contradicts yr Tweet, Dave. ""Rented homes at social rent levels"" does NOT necessarily me… https://t.co/QxtilPiNWK",en,Wed Oct 24 17:07:37 +0000 2018,Cressingham Gardens.,2330,366
784,879,RT @mcubillossigall: Carabineros has reported 759 Molotov cocktails thrown at school campuses. Director of the Application Liceo pointing ...,es,Wed Oct 24 17:07:37 +0000 2018,,145,5690
785,880,"RT @cagetheje: psiu. Hey. you there. stop scrolling the feed for a minute. close your eyes and take a deep breath, very slowly. you are not alone",pt,Wed Oct 24 17:07:37 +0000 2018,"Brazil, IN",14414,358
786,881,"RT @tamodaleko: How many window makers in America today have fallen, eeeeeeeeee!",und,Wed Oct 24 17:07:37 +0000 2018,"Belgrade, Republic of Serbia",37067,1834
787,882,"RT @JoeTalkShow: can you imagine being so bad as a mayor.. and allegedly corrupt.. that instead of answering simple questions, you cry raci…",en,Wed Oct 24 17:07:37 +0000 2018,Texas,3687,50
788,883,RT @djvontv: Audio of #XXXTENTACION confessing to domestic abuse against his ex gf Geneva &amp; other violent crimes has surfaced. https://t.co…,en,Wed Oct 24 17:07:37 +0000 2018,"Sevilla, España",2799,114
789,884,“Justice will prevail and all culprits will be punished” - Crown Prince of Saudi Arabia. Is he going to bang himself up? #Khashoggi,en,Wed Oct 24 17:07:37 +0000 2018,London,1449,2850
790,885,RT @wundramn: @juannisaac https://t.co/24Gw3YpVDi,und,Wed Oct 24 17:07:37 +0000 2018,"Braga, Portugal",17170,414
791,886,RT @itsposttmaIone: i think one of my favorite feelings is laughing with someone and realizing half way through how much u enjoy them and t…,en,Wed Oct 24 17:07:37 +0000 2018,,87,86
792,887,RT @daniel_agrela: #Doria may have appeared with 5 women. But no one beats #Serra. https://t.co/fqX7QB9BFN,pt,Wed Oct 24 17:07:37 +0000 2018,São Paulo,23248,318
793,888,"As much as you might love to run off in search of glory today,... More for Leo https://t.co/aR1SqPVxc4",en,Wed Oct 24 17:07:37 +0000 2018,,1125,101
794,889,Naaaaa lmao this is too muchhhhhh for me,en,Wed Oct 24 17:07:37 +0000 2018,,682,224
795,890,"RT @DepressiivBob: I&#39;m so proud of my mother, I admire her for her strength and her courage, to always stay positive even when it&#39;s ...",fr,Wed Oct 24 17:07:37 +0000 2018,France,885,15
796,891,Let him know whether or not he&#39;s sorry.,tr,Wed Oct 24 17:07:37 +0000 2018,,5143,88
797,892,RT @witchycovens: the fact that this is an actual scene omg !!! my heart can’t take it https://t.co/PMcsT1NhpR,en,Wed Oct 24 17:07:37 +0000 2018,Fangirl Hell,38844,710
798,893,"You have already given me courage and confidence in my partial exams, thank you, I love you very much: (((((💗",es,Wed Oct 24 17:07:37 +0000 2018,yoongi's smile | 🇩🇴🌴,67052,1849
799,894,"I got tired of practicing, I&#39;m going to give up and I get confused. What a dumb guy",es,Wed Oct 24 17:07:37 +0000 2018,"Córdoba, Argentina",2799,767
800,895,Worthy thread from a conservative (pre-Trump definition).,en,Wed Oct 24 17:07:37 +0000 2018,"Little Rock, AR",5005,3992
801,896,#lovingmalemodels *************************************************************************************************… https://t.co/TtUV6Ce8d8,en,Wed Oct 24 17:07:37 +0000 2018,"Nashville,Tennessee",1014,671
802,897,RT @Silau25: @DerekPa16641676 @marinavibu609g @skp__2016 @leonalombaerts @JackConnie @marvil296 @1hTkMJaMalfwQZS @jill_magnussen @roads2 @E…,en,Wed Oct 24 17:07:37 +0000 2018,"Dundee, Scotland",190111,5896
803,900,Aiman ​​n minal and aiman&#39;s dholki 😍 🎉 🎉 🎉 🎉 🎉 #aineebwedding 📷 #prettybride #aimankhan #minalkhan 💞 https://t.co/aADjcZusMw,in,Wed Oct 24 17:07:37 +0000 2018,پاکستان,208,48
804,902,"Today on the blog, MS4 Grace Oliver (@GraceOliverMD2B_) and our own editor-in-chief, Dr. Lexie Mannix (@almannixMD)… https://t.co/mI27znrD7x",en,Wed Oct 24 17:07:37 +0000 2018,,1730,870
805,903,@dhiacome kkkkkkkkkkkkkkkkk https://t.co/L5ScH4v30I,und,Wed Oct 24 17:07:37 +0000 2018,"Pernambuco, Brasil",15929,700
806,906,Photos Firefighters&#39; Firefighters,ar,Wed Oct 24 17:07:37 +0000 2018,الكويت,116,74926
807,910,"RT @JacobAWohl: These ""Suspicious Package"" stories are false flags, carefully planned for the midterms",en,Wed Oct 24 17:07:38 +0000 2018,"Central Valley, CA",7136,869
808,911,I am the sun!,ko,Wed Oct 24 17:07:38 +0000 2018,,6,3
809,912,Story about life !!,tl,Wed Oct 24 17:07:38 +0000 2018,,1225,387
810,913,RT @SPIN: Sonic Youth selling over 200 pieces of gear and memorabilia https://t.co/456U0WIM0k https://t.co/zXNo4M4fbk,en,Wed Oct 24 17:07:38 +0000 2018,Omnipresent,3187,1873
811,914,"RT @ resistancecat: There are instruments that can attack targets with electromagnetic waves even without such a heavy equipment. The problem is that demon animals such as South Korea take over that system and let the Koreans in Japan do whatever they like, collective stalkers become overwhelmingly disadvantageous to the victim by this system htt ...",ja,Wed Oct 24 17:07:38 +0000 2018,,39871,1923
812,915,"RT @moonchild_sj: we know from the vcr in the Love Yourself tour that their story lines are now connected in the new era coming 

Jimin-…",en,Wed Oct 24 17:07:38 +0000 2018,Indonesia,8052,25
813,916,RT @John_McDonald Yes tears,th,Wed Oct 24 17:07:38 +0000 2018,,7604,25
814,917,I sit in my house and watch TV. I sit in front of a bull horn of pure hatred. Now these very same people are scratc… https://t.co/9aDyY7Am1m,en,Wed Oct 24 17:07:38 +0000 2018,"Yucca Valley, CA",26,10
815,918,@SullivanMcPig @Dragon_Age_Fans Maybe his communication Crystal was made with blood magic? He says he had to go through a lot to get it.,en,Wed Oct 24 17:07:38 +0000 2018,"Alaska, USA",84716,214
816,919,RT @CatPornx: Let's play hide and seek https://t.co/NyGCdxaIGs,en,Wed Oct 24 17:07:38 +0000 2018,now is good 💕,814,75
817,920,"RT @IvankaTrump: I strongly condemn the attempted acts of violence against President Obama, the Clinton family, @CNN &amp; others. There is no…",en,Wed Oct 24 17:07:38 +0000 2018,"Oregon, USA",71011,3292
818,921,RT @notanironlady: 22ymi paaardonn .......,tr,Wed Oct 24 17:07:38 +0000 2018,,14665,50
819,922,susah lah tkde hp ni i wanna criii,in,Wed Oct 24 17:07:38 +0000 2018,,4477,938
820,923,"RT @bayu_joo: if I just checked my friend, he looked like he was typing again, sometimes he immediately closed the smoke so that what had become online was changing ...",in,Wed Oct 24 17:07:38 +0000 2018,,430,325
821,924,"That&#39;s right This is the beginning of a magnificent story, you have to cut yourself to open a few caps. Somehow, to welcome a strong offense line at the FA next year. That&#39;s why I abandoned this year. Thanks to everyone who is an excellent OL who will become FA next year. · · · · · · · · · · · # NYG",ja,Wed Oct 24 17:07:38 +0000 2018,,1625,72
822,925,"RT @ kw7kwL: Some see you clean and keep away from you, looking for garbage",ar,Wed Oct 24 17:07:38 +0000 2018,"الدوحة, دولة قطر",22360,5969
823,926,RT @RobertAlai: I am moving to court to ask the Judge to recuse himself from this case. This is travesty of justice. See the judge is now l…,en,Wed Oct 24 17:07:38 +0000 2018,,6220,376
824,927,"RT @ Aquagreen 6 v 6: The person in the seat at the end of the front-end central block end was asked for a name and was asked to show her identity just before just before the start, so he was sent off with the staff ... Since he got in, he did not seem OK It is",ja,Wed Oct 24 17:07:38 +0000 2018,日本,7437,10
825,928,RT @ACCLONPOETICA: Do not treat someone badly who is doing everything to be right with you.,es,Wed Oct 24 17:07:38 +0000 2018,Costa Rica,21,27
826,929,What? What? What? What is this? Jinshan,ja,Wed Oct 24 17:07:38 +0000 2018,ｵﾌﾄｩﾝ,1861,74
827,930,(Then we chanted the ball to them and spend you with money and boys and made you more Nfira) [Isra: 6] https://t.co/b6U6oQeZaz,ar,Wed Oct 24 17:07:38 +0000 2018,,2855,274
828,931,Txst please cancel classes bc of flooding so I can take my midterm Monday instead of today😭😭,en,Wed Oct 24 17:07:38 +0000 2018,👻: rania2799,3827,187
829,932,$MET 2018-10-26 maxpain price 42.00,en,Wed Oct 24 17:07:38 +0000 2018,"Manhattan Beach, CA",2,9
830,933,@MichaelLoreleiK That's amazing! I'm so glad you loved it. I'm excited to read it.,en,Wed Oct 24 17:07:38 +0000 2018,"USA, Terrasen, Velaris&Idris",64067,1219
831,934,RT @mozzikv: https://t.co/1g0fkvT919,und,Wed Oct 24 17:07:38 +0000 2018,earth,21630,405
832,935,RT @ReemAlmuhwes: fresher than dem ..,ar,Wed Oct 24 17:07:38 +0000 2018,,301,20
833,936,RT @BlissBabyV: Driving fast as fuck when you’re pissed is fun low key,en,Wed Oct 24 17:07:38 +0000 2018,,3238,934
834,937,this ain’t even me!!,en,Wed Oct 24 17:07:38 +0000 2018,,17879,6421
835,938,"Hi, how are you? Are you ok?",pt,Wed Oct 24 17:07:38 +0000 2018,"Esposende, Portugal",1632,75
836,939,RT @konohadadepre: https://t.co/0Epl8sdWZz,und,Wed Oct 24 17:07:38 +0000 2018,vila oculta da maconha ,485,92
837,940,RT @Philippines: I&#39;m not sure what to do.,pt,Wed Oct 24 17:07:38 +0000 2018,"Santos, Brasil",5705,1158
838,941,"RT @wholelottaary: niggas wanna be chased so bad . cute plan , wrong bitch .",en,Wed Oct 24 17:07:38 +0000 2018,Ig: @xtheprettybitchh,9494,641
839,942,RT @IEPCTabasco: Inauguration of the # 4taSemanaDemocracia chaired by the Governor of the State @nunezarturo Consejero Presidente @ IEPCTaba ...,es,Wed Oct 24 17:07:38 +0000 2018,"Coahuila de Zaragoza, México",7526,1090
840,943,"RT @CallofDuty: Hit ‘em with something haunting.

All-new Gestures have arrived to PS4 in #BlackOps4 as a part of the Halloween event. http…",en,Wed Oct 24 17:07:38 +0000 2018,Salty Springs,11405,3271
841,944,@mariosabinof @o_antagonista #bolsonaropresidente,und,Wed Oct 24 17:07:38 +0000 2018,"São Paulo, Brasil",1137,23
842,945,RT @underthumbpod: Our new show will hopefully be available later with a review of The Fly and we discover the Slashstreet Boys on #YouTube…,en,Wed Oct 24 17:07:38 +0000 2018,London,10383,1297
843,946,see their concepts and tell us if it is worth recommending? he thinks &quot;Rico&quot; does not like people who buy into s ... https://t.co/7IzsTnljD5,pt,Wed Oct 24 17:07:38 +0000 2018,"Vargem Pequena, Rio de Janeiro",57,85
844,947,@ 1santigonzalez @Mauric_macri Yes and the look?,es,Wed Oct 24 17:07:38 +0000 2018,"Pilar, Argentina",4568,382
845,948,@odedkramer I wish it was funny ..,iw,Wed Oct 24 17:07:38 +0000 2018,ישראל,2613,96
846,951,RT @NWPRuralCrime: We are now at a point where as a police Rural Crime Team we need the full and absolute backing of those who can make cha…,en,Wed Oct 24 17:07:38 +0000 2018,"Dundee, Scotland",5327,166
847,952,RT @encuestasCTM: Let&#39;s warm the #ClasicoUniversitario on Sunday #LosDeAbajo #LosCruzados Better 10 of the 90s? RT 🔁 Leo ...,es,Wed Oct 24 17:07:38 +0000 2018,,5128,57
848,953,RT @MalcolmNance: The White House officially disgraces itself by publiclaly published a fanstastical series of brazen pant-on-fire lies. Th…,en,Wed Oct 24 17:07:38 +0000 2018,,7243,79
849,954,My heart ring https://t.co/0kFisaMERN,ar,Wed Oct 24 17:07:38 +0000 2018,BTS/ikon/Kdrama,294,579
850,958,RT @showa_atm: 【Skirt and you and countdown】 &quot;Skirt and you&quot; Two more days to go!曲 The song to be introduced today is &quot;undercurrent&quot; which is included in the 3rd album &quot;CALL&quot; released in 2016 ♪ The URL of MV is here ↓ ↓ ↓ https://t.co/5WkLWK...,ja,Wed Oct 24 17:07:39 +0000 2018,,37416,193
851,959,RT @JohnMcDonalds: RT @John_John:,th,Wed Oct 24 17:07:39 +0000 2018,เมียมินฮยอนตัวจีงจ้า,776,34
852,960,@ Han_nah_24 Wow !! It felt like Hannah&#39;s feeling of something! I have been giving mission to many people in the meantime !! I have to think about what to do :),ko,Wed Oct 24 17:07:39 +0000 2018,,363,49
853,961,RT @WayneDupreeShow: Biden got off this cheap shot against Pres. Trump https://t.co/MuZ5pH7Ntd,en,Wed Oct 24 17:07:39 +0000 2018,Fly over country,13237,1058
854,962,"Why is this too awkward for human relations? Or, the majority of each trouble is human relationship.",ja,Wed Oct 24 17:07:39 +0000 2018,とーほぐのどこか,10181,259
855,963,"RT @VanessaLuha: 💞💞💞
     💞 💎AsiAnJeWeLs💎
💞💞💞 https://t.co/ePrGCZQ8Ar",in,Wed Oct 24 17:07:39 +0000 2018,,3902,40
856,964,"RT @SheriffClarke: Check out my unapologetic, PC-free zone new website. You can keep up with everything Sheriff Clarke from this site. It's…",en,Wed Oct 24 17:07:39 +0000 2018,United States Minor Outlying Islands,2932,25
857,965,RT @BBrarat: #group_garden_tendina https://t.co/5aoVMfunvx,und,Wed Oct 24 17:07:39 +0000 2018,المملكة العربية السعودية,17891,2591
858,966,"(He said, &quot;My staff is leaning on them and I will strike them on my sheep, and I will have other purposes for them&quot;) [Taha: 18] https://t.co/AR2wmo2SNt",ar,Wed Oct 24 17:07:39 +0000 2018,,15,323
859,967,"RT @cafe_army: “I see a lot of sides in Jimin that are similar to me. Like after singing, blaming ourselves too much, or thinking “why aren…",en,Wed Oct 24 17:07:39 +0000 2018,the spot on joon's forehead that jk kissed,4295,1027
860,968,RT @ colorfulboy1: The pica arrives slips into the tail of the passive. Delícia mano @DickCharleh @Agitando_tudy @CCachondoG @ arrobapornogay ...,pt,Wed Oct 24 17:07:39 +0000 2018,,274,9
861,969,@dolejro @Jaaaneeek I still saw only one episode of XD,pl,Wed Oct 24 17:07:39 +0000 2018,"Warsaw, Poland",13594,353
862,970,RT @SergioFDoormann: When RAM sets fire Vaca Muerta remember this guy. https://t.co/O0ulhPAyhP,es,Wed Oct 24 17:07:39 +0000 2018,"Buenos Aires, Argentina",27361,845
863,971,Join the movement &quot;Transfer a corduroy to your bakery in Venezuela.&quot; jajajajajajajaja!,es,Wed Oct 24 17:07:39 +0000 2018,,12750,738
864,972,"RT @TheALCF: This 10-YEAR-OLD gave #lungcancer a run for its money! Running 50 5ks in 50 days, Niall raised over $4K for @TheALCF in honor…",en,Wed Oct 24 17:07:39 +0000 2018,,7871,1567
865,973,@Aestheticgency Goodnight,en,Wed Oct 24 17:07:39 +0000 2018,,2,78
866,974,RT @John_Johnny: I&#39;m not sure what to say. 2018. See you clearly see who / who is good to help me in the image below.,th,Wed Oct 24 17:07:39 +0000 2018,ไรหนวดของเอซร่า,14673,704
867,975,@daram_mimirm Where are you going to go?,fa,Wed Oct 24 17:07:39 +0000 2018,جایی که خالی از صفر و یک هاست.,33677,673
868,976,RT @solterissimas: eai https://t.co/C2cd7tOik7,und,Wed Oct 24 17:07:39 +0000 2018,CASINHA DE PAPELÃO,22176,1067
